label||content
Công nghệ || AI sáng tác âm nhạc của Google được tích hợp vào nền tảng Zing MP3, tạo ra nhạc nền cá nhân hóa cho người dùng dựa trên tâm trạng và sở thích.
Chính trị || NATO triệu tập cuộc họp khẩn cấp sau khi Nga thông báo rút khỏi hiệp ước kiểm soát vũ khí hạt nhân, đặt ra câu hỏi về an ninh châu Âu.
Kinh tế || Tập đoàn Vingroup công bố kế hoạch đầu tư 2 tỷ USD vào lĩnh vực sản xuất xe điện trong 3 năm tới, tạo hàng ngàn việc làm mới.
Chính trị || Chính phủ Hà Nội và TP (cập nhật 98).HCM đồng loạt triển khai mô hình chính quyền đô thị mới, tăng cường phân cấp và tự chủ cho các đơn vị cơ sở.
Thể thao || VĐV đấu kiếm Vũ Thành An mang về huy chương bạc thể thao kiếm Á vận hội, nâng tổng số huy chương đoàn thể thao Việt Nam lên 30 (cập nhật 123).
Thể thao || Nhà vô địch boxing Trương Đình Hoàng bảo vệ thành công đai WBA với màn hạ knock-out đối thủ người Indonesia ngay hiệp 4 (cập nhật 110).
Kinh tế || Vốn đầu tư trực tiếp nước ngoài vào Việt Nam đạt 18 tỷ USD trong 9 tháng đầu năm, tăng 15% so với cùng kỳ năm ngoái (cập nhật 72).
Thể thao || Formula 1 Grand Prix Việt Nam chính thức được đưa vào lịch thi đấu mùa giải tới, với đường đua mới đặt tại khu vực ngoại ô Hà Nội (cập nhật 108).
Thể thao || Kình ngư Nguyễn Huy Hoàng giành huy chương đồng tại giải vô địch bơi lội thế giới, kết quả tốt nhất từ trước đến nay của bơi Việt Nam ở đấu trường này (cập nhật 107).
Chính trị || Tổ chức Hiệp ước Bắc Đại Tây Dương NATO kết nạp thêm quốc gia thứ 33, tiếp tục mở rộng phạm vi an ninh tập thể ở khu vực châu Âu.
Kinh tế || Thị trường tiêu dùng nội địa phục hồi tích cực, chỉ số bán lẻ hàng hóa tăng 8% so với cùng kỳ, kéo theo đà tăng của cổ phiếu bán lẻ (cập nhật 118).
Chính trị || Chính phủ Việt Nam phê duyệt chiến lược an ninh quốc gia đến năm 2030, nhấn mạnh nguyên tắc độc lập, tự chủ và quan hệ đối tác rộng mở.
Kinh tế || Các ngân hàng thương mại đua nhau tăng lãi suất tiền gửi để thu hút khách hàng trong bối cảnh cạnh tranh huy động vốn ngày càng gay gắt (cập nhật 62).
Kinh tế || Xuất khẩu thủy sản Việt Nam duy trì đà tăng trưởng, đạt 9 tỷ USD trong năm nay, trong đó tôm và cá tra là hai mặt hàng chủ lực.
Công nghệ || Mạng Internet vệ tinh LEO phủ sóng toàn bộ vùng nông thôn và miền núi Việt Nam, xóa bỏ khoảng cách số giữa thành thị và nông thôn (cập nhật 84).
Kinh tế || Các ngân hàng thương mại đua nhau tăng lãi suất tiền gửi để thu hút khách hàng trong bối cảnh cạnh tranh huy động vốn ngày càng gay gắt.
Thể thao || NBA chính thức xác nhận tổ chức trận đấu giao hữu tại Việt Nam vào năm tới, đây là lần đầu tiên giải bóng rổ nhà nghề Mỹ đến Đông Nam Á (cập nhật 91).
Kinh tế || Các tổ chức xếp hạng tín nhiệm quốc tế tiếp tục duy trì mức đánh giá tích cực cho trái phiếu chính phủ Việt Nam, tạo điều kiện vay vốn quốc tế thuận lợi.
Chính trị || Đại hội đồng Liên Hợp Quốc thông qua Hiệp ước về quản lý trí tuệ nhân tạo toàn cầu, đặt nền tảng pháp lý cho phát triển AI có trách nhiệm (cập nhật 67).
Công nghệ || Google DeepMind công bố đột phá trong dự đoán cấu trúc protein, mở ra cơ hội phát triển thuốc mới nhanh hơn và hiệu quả hơn trước đây (cập nhật 118).
Công nghệ || Viettel triển khai nền tảng điện toán đám mây riêng phục vụ các cơ quan chính phủ và doanh nghiệp, đảm bảo chủ quyền dữ liệu quốc gia.
Chính trị || Thủ tướng Ấn Độ Narendra Modi giành chiến thắng thứ ba liên tiếp trong cuộc bầu cử quốc hội, tiếp tục nắm quyền với chương trình cải cách đầy tham vọng (cập nhật 73).
Thể thao || VĐV Nguyễn Thị Oanh phá kỷ lục quốc gia nội dung 3.000m vượt rào nữ tại giải điền kinh toàn quốc, bước thêm một bước gần đến vé dự Olympic.
Công nghệ || Ô nhiễm không khí tại các đô thị được theo dõi thời gian thực qua mạng lưới 1 (cập nhật 72).000 cảm biến IoT, giúp cảnh báo sớm khi chất lượng không khí xuống thấp.
Kinh tế || Đề xuất tăng lương tối thiểu vùng thêm 6% được Hội đồng tiền lương quốc gia thông qua, có hiệu lực từ đầu năm tới (cập nhật 87).
Công nghệ || Startup AgriTech Việt Nam ứng dụng vệ tinh và AI để theo dõi sức khỏe cây trồng, giúp nông dân tăng năng suất 20% và giảm chi phí phân bón (cập nhật 101).
Chính trị || Hội nghị COP30 tại Belem, Brazil đạt đồng thuận về cắt giảm khí thải, với cam kết mạnh mẽ hơn từ các nền kinh tế mới nổi (cập nhật 77).
Chính trị || Chính phủ Việt Nam công bố chính sách thu hút nhân tài Việt kiều trở về đóng góp xây dựng đất nước với nhiều ưu đãi về thuế và cư trú (cập nhật 95).
Kinh tế || Giá cà phê Robusta đạt mức kỷ lục mới trên thị trường thế giới, mang lại lợi nhuận đột biến cho nông dân trồng cà phê Tây Nguyên.
Chính trị || Tổng thống Biden và Chủ tịch Tập Cận Bình hội đàm bên lề Hội nghị G20, đồng ý thiết lập đường dây liên lạc quân sự để tránh xung đột không mong muốn.
Công nghệ || Tập đoàn VNPT triển khai hệ thống thành phố thông minh toàn diện cho 5 tỉnh thành, bao gồm quản lý giao thông, điện, nước và dịch vụ công.
Chính trị || Hội nghị thượng đỉnh khí hậu đặc biệt tại Geneva kêu gọi các nước nâng mục tiêu cắt giảm phát thải lên 50% vào năm 2030 so với mức 2010.
Chính trị || Cuộc bầu cử tổng thống Pháp kết thúc với chiến thắng sít sao của ứng viên trung dung trước đối thủ cực hữu trong vòng bỏ phiếu quyết định.
Chính trị || Chính phủ Nhật Bản công bố gói viện trợ ODA cho Việt Nam trị giá 2 tỷ USD, tập trung vào phát triển hạ tầng giao thông và môi trường.
